Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,property_price_(per_month)
House,Pretoria,Waverley,3,1,1,13800
Town-house,Pretoria,"Moreleta Park",2,2,2,8500
Apartment,Pretoria,Hatfield,2,2,1,9400
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,"Montana Tuine",1,1,1,9632
Apartment,Pretoria,"Greencreek Lifestyle Estate",1,1,1,6800
Apartment,Pretoria,"Pretoria Central",2,1,1,5445
Town-house,Pretoria,Garsfontein,2,1,6,10200
House,Pretoria,Waverley,3,1,2,13800
House,Pretoria,"Silver Lakes",4,4,2,26500
Town-house,Pretoria,Boardwalk,3,3,1,18500
Town-house,Pretoria,Boardwalk,3,3,2,18500
Town-house,Pretoria,"Ashlea Gardens",3,3,1,23000
Apartment,Pretoria,"Olympus AH",2,2,2,9900
Apartment,Pretoria,"Willow Park Manor",1,1,1,8500
Apartment,Pretoria,Waverley,2,1,1,8400
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8350
Apartment,Pretoria,"Olympus AH",2,1,6,9000
Apartment,Pretoria,Sinoville,2,2,1,10600
Apartment,Pretoria,Annlin-Wes,1,1,1,6150
Apartment,Pretoria,Sunnyside,1,1,1,4900
Apartment,Pretoria,"Mooikloof Glen",2,2,2,9000
Apartment,Pretoria,Boardwalk,3,2,2,12000
Apartment,Pretoria,Sunnyside,2,1,2,7900
Apartment,Pretoria,Montana,2,2,1,9200
Apartment,Pretoria,Kwaggasrand,2,1,2,5300
Apartment,Pretoria,Hazeldean,2,2,3,9800
House,Pretoria,"Die Wilgers",4,3,4,25000
House,Pretoria,"Alphen Park",3,2,4,19000
House,Pretoria,"The Wilds",3,3,2,25000
Apartment,Pretoria,Brooklyn,2,2,2,13000
Apartment,Pretoria,"Greencreek Lifestyle Estate",3,2,2,12500
Town-house,Pretoria,Newlands,2,1,1,11500
Apartment,Pretoria,Hazeldean,2,1,4,8500
House,Pretoria,"The Wilds",3,3,2,25000
Apartment,Pretoria,Waterkloof,1,1,1,18990
Apartment,Pretoria,"Six Fountains",2,2,1,14000
Apartment,Pretoria,Elarduspark,1,1,2,8100
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,2,3,17500
Town-house,Pretoria,"Olympus AH",3,2,3,17500
Town-house,Pretoria,"Olympus AH",3,2,3,17500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,17000
House,Pretoria,Claremont,2,2,4,10500
Apartment,Pretoria,Montana,1,1,1,5000
House,Pretoria,"Mooikloof Equestrian Estate",5,3,5,65000
Apartment,Pretoria,Annlin-Wes,1,1,1,6150
House,Pretoria,Montana,3,3,5,15000
Apartment,Pretoria,Hatfield,1,1,1,9000
Apartment,Pretoria,"Menlo Park",1,2,1,15000
Town-house,Pretoria,"Olympus AH",2,2,3,16500
House,Pretoria,"Mooikloof Equestrian Estate",5,3,5,65000
Apartment,Pretoria,Montana,4,1,1,5100
House,Pretoria,"Silver Lakes Golf Estate",2,4,8,75000
Apartment,Pretoria,"Pretoria North",1,1,1,6300
House,Pretoria,"Mooikloof Heights",2,2,2,11900
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,12000
Apartment,Pretoria,"Erasmus Park",2,1,3,9900
Town-house,Pretoria,"Faerie Glen",3,2,1,14999
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8350
Apartment,Pretoria,Arcadia,1,1,1,8500
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Arcadia,1,1,4,5300
House,Pretoria,"Menlo Park",3,3,3,34000
House,Pretoria,"The Hills Game Reserve Estate",4,5,1,39000
Apartment,Pretoria,Lynnwood,1,1,1,6500
Apartment,Pretoria,Waterkloof,1,1,1,11500
Apartment,Pretoria,Hatfield,2,1,2,5990
Apartment,Pretoria,"Mahube Valley",1,1,1,4500
Apartment,Pretoria,Lynnwood,1,1,3,6500
Town-house,Pretoria,"Olympus AH",3,2,2,17500
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,1,19000
Apartment,Pretoria,Hatfield,1,1,2,12000
House,Pretoria,"Pretoria West",5,4,3,14500
Town-house,Pretoria,"Kameeldrift East",4,3,2,10000
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,9639
House,Pretoria,"Woodhill Lavender Estate",3,3,2,25500
Town-house,Pretoria,Doornpoort,1,1,1,5000
House,Pretoria,"Pretoria West",3,2,5,10500
Apartment,Pretoria,"Castle Gate",2,1,1,10500
Apartment,Pretoria,"Olympus AH",2,1,1,8800
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,9500
Apartment,Pretoria,Hatfield,1,1,1,7320
Apartment,Pretoria,Waterkloof,2,2,1,28990
House,Pretoria,"Kleinfontein AH",1,1,1,7500
Apartment,Pretoria,Hatfield,1,1,1,7320
House,Pretoria,Silverton,1,1,2,6500
Apartment,Pretoria,Brooklyn,2,2,1,14950
Apartment,Pretoria,Villieria,1,1,4,5900
Apartment,Pretoria,"Menlo Park",2,2,1,14000
Apartment,Pretoria,Sunnyside,1,1,1,4850
Apartment,Pretoria,Montana,1,1,4,5100
House,Pretoria,Murrayfield,4,5,5,25000
House,Pretoria,"Silver Lakes Golf Estate",4,3,3,39000
House,Pretoria,Murrayfield,3,3,2,15000
Apartment,Pretoria,Waterkloof,2,1,1,18990
Apartment,Pretoria,"Mahube Valley",1,1,1,3000
Apartment,Pretoria,Sinoville,2,1,1,7600
Apartment,Pretoria,"Kilner Park",2,1,2,7800
Apartment,Pretoria,"Willow Park Manor",2,2,1,15000
Apartment,Pretoria,"Silver Lakes",2,1,2,9250
Town-house,Pretoria,Brooklyn,2,2,1,23000
Apartment,Pretoria,"Roodepark Eco Estate",3,2,6,10000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,4,8000
House,Pretoria,"Willow Acres",4,3,2,30000
House,Pretoria,Wonderboom,3,2,1,13500
House,Pretoria,Villieria,2,1,3,11200
Apartment,Pretoria,Hatfield,2,1,6,9500
House,Pretoria,Danville,3,1,1,9000
House,Pretoria,"Waterkloof Ridge",8,7,2,70000
Apartment,Pretoria,"Kameeldrift West",1,1,1,5500
House,Pretoria,Colbyn,1,1,1,5000
Apartment,Pretoria,Arcadia,1,1,1,5090
Apartment,Pretoria,Brooklyn,10,7,1,4500
Apartment,Pretoria,Waterkloof,1,1,1,19990
Apartment,Pretoria,"Silver Lakes",2,2,2,9800
House,Pretoria,"Silver Lakes Golf Estate",1,1,2,11500
House,Pretoria,"Waterkloof Ridge",4,2,4,29000
Apartment,Pretoria,Montana,2,1,1,7900
House,Pretoria,Equestria,3,2,1,35000
Apartment,Pretoria,Hatfield,1,1,1,7800
Apartment,Pretoria,Hatfield,1,1,1,7800
House,Pretoria,Rietfontein,3,1,2,11200
House,Pretoria,"Pretoria North",1,1,1,4100
Town-house,Pretoria,"Country View Estate",2,1,3,11500
Apartment,Pretoria,"Die Wilgers",2,1,1,7500
Town-house,Pretoria,Elarduspark,4,2,1,15000
Apartment,Pretoria,"Pretoria Central",1,1,1,3253
Apartment,Pretoria,Waverley,2,1,2,5400
Apartment,Pretoria,Garsfontein,3,1,1,7950
Apartment,Pretoria,"Baileys Muckleneuk",2,2,2,5400
Apartment,Pretoria,Menlyn,2,1,1,24500
Apartment,Pretoria,Annlin-Wes,2,1,2,7400
Apartment,Pretoria,"Waterkloof Ridge",2,2,1,11500
Apartment,Pretoria,Sunnyside,2,2,2,7500
Apartment,Pretoria,Hatfield,2,2,1,8000
Apartment,Pretoria,"Pretoria North",2,1,1,6800
Apartment,Pretoria,Waterkloof,2,1,1,27990
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,14000
Apartment,Pretoria,"Pretoria North",2,1,1,6800
Town-house,Pretoria,"Olympus AH",2,2,1,19400
House,Pretoria,Kirkney,2,1,4,6500
Apartment,Pretoria,Gezina,1,1,1,3400
House,Pretoria,"Pretoria North",2,1,1,9000
Apartment,Pretoria,Arcadia,2,2,10,7000
House,Pretoria,"Waterkloof Heights",5,5,2,99000
House,Pretoria,"Faerie Glen",4,4,5,50000
House,Pretoria,"Waterkloof Ridge",4,3,2,31500
Town-house,Pretoria,"Six Fountains",3,3,2,19400
Town-house,Pretoria,"Erasmus Park",3,2,1,18500
Apartment,Pretoria,Lynnwood,1,1,1,11000
Town-house,Pretoria,Menlyn,2,3,2,17850
House,Pretoria,"Moreleta Park",4,2,4,23500
Town-house,Pretoria,Menlyn,2,3,2,17850
Apartment,Pretoria,"Mountain View",2,1,1,7500
Apartment,Pretoria,"La Montagne",3,1,1,8500
Apartment,Pretoria,Brooklyn,2,2,2,13000
Apartment,Pretoria,Waterkloof,1,1,1,18990
House,Pretoria,"Moreleta Park",4,3,6,24900
Town-house,Pretoria,Annlin,2,1,2,6800
Apartment,Pretoria,Villieria,2,1,1,4945
Apartment,Pretoria,"Lynnwood Manor",2,1,1,10500
Apartment,Pretoria,"Rietvlei View Country Estates",1,1,2,5800
Town-house,Pretoria,Montana,2,1,1,6800
Town-house,Pretoria,Elarduspark,2,2,2,12200
Apartment,Pretoria,"Pretoria West",1,1,4,5800
Town-house,Pretoria,"Olympus AH",2,2,2,16000
House,Pretoria,"Lotus Gardens",3,2,1,8800
Apartment,Pretoria,Hazeldean,2,2,1,10300
Apartment,Pretoria,"Willow Park Manor",3,2,2,16500
Town-house,Pretoria,"Lombardy Estate",1,1,3,13900
House,Pretoria,"Silver Lakes Golf Estate",5,6,8,65000
Apartment,Pretoria,"Die Wilgers",2,1,1,9500
Apartment,Pretoria,"La Montagne",2,1,1,9500
Apartment,Pretoria,"La Montagne",2,1,1,8750
Apartment,Pretoria,"Capital Park",1,1,1,5000
House,Pretoria,"Six Fountains Residential Estate",5,6,8,50000
House,Pretoria,"Glenway Estate",2,1,3,8000
Town-house,Pretoria,"Mooikloof Ridge",2,1,1,7800
House,Pretoria,"Silver Lakes",5,4,7,65000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8000
Town-house,Pretoria,"Lombardy Estate",1,1,3,13900
House,Pretoria,Hatfield,14,13,6,3500
Town-house,Pretoria,Equestria,3,2,3,15900
House,Pretoria,Waterkloof,4,3,4,40000
House,Pretoria,"Sable Hills",2,2,1,13200
Town-house,Pretoria,Wapadrand,2,1,2,9500
Town-house,Pretoria,"Olympus AH",2,2,4,13500
House,Pretoria,"Pretoria West",3,2,3,11500
Apartment,Pretoria,"Montana Tuine",2,1,1,7000
Apartment,Pretoria,"Olympus AH",2,2,2,9900
Apartment,Pretoria,Meyerspark,1,1,1,6000
House,Pretoria,"Monument Park",4,3,4,30000
House,Pretoria,Dorandia,4,3,3,14400
House,Pretoria,"Die Wilgers",1,1,1,6000
Apartment,Pretoria,"Willow Park Manor",2,1,1,9500
House,Pretoria,Colbyn,1,1,1,5000
Apartment,Pretoria,"Menlo Park",2,2,2,14300
Apartment,Pretoria,Arcadia,1,1,1,6700
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8444
Apartment,Pretoria,Lynnwood,3,3,2,18000
House,Pretoria,"Moreleta Park",4,2,6,24900
Apartment,Pretoria,"Mooikloof Glen",1,1,1,8000
Apartment,Pretoria,Lynnwood,3,3,2,18000
House,Pretoria,Brooklyn,9,4,1,3995
Apartment,Pretoria,"Olympus AH",2,1,2,8800
House,Pretoria,"Kameeldrift East",4,2,1,17900
Apartment,Pretoria,Montana,1,1,1,5200
Apartment,Pretoria,Hatfield,2,1,2,7950
House,Pretoria,"Waterkloof Ridge",4,4,4,40000
Town-house,Pretoria,"Nieuw Muckleneuk",3,3,4,24700
Town-house,Pretoria,"Waterkloof Glen",3,3,2,12900
House,Pretoria,"Leeuwfontein Estate",3,3,8,28500
Apartment,Pretoria,Hatfield,2,2,1,13000
Apartment,Pretoria,"Olympus AH",2,2,1,12320
Apartment,Pretoria,Brooklyn,1,1,1,4500
Apartment,Pretoria,Hazeldean,3,2,2,9500
Town-house,Pretoria,"Waterkloof Glen",3,3,2,12900
Town-house,Pretoria,Lynnwood,3,1,2,13500
Apartment,Pretoria,Hatfield,2,1,1,3700
House,Pretoria,"Woodhill Golf Estate",5,7,10,85000
Town-house,Pretoria,Waverley,2,1,1,7800
House,Pretoria,"Silver Lakes Golf Estate",3,3,2,46000
Apartment,Pretoria,"Lotus Gardens",2,1,1,7200
Apartment,Pretoria,"Pretoria Central",1,1,1,5900
Apartment,Pretoria,Daspoort,1,1,1,3600
House,Pretoria,"Waterkloof Ridge",5,3,9,75000
House,Pretoria,"Menlo Park",3,2,4,22000
Apartment,Pretoria,Hatfield,2,1,2,10000
Apartment,Pretoria,"Willow Park Manor",1,1,1,10000
Apartment,Pretoria,"Boardwalk Villas",2,1,1,7500
Apartment,Pretoria,Hazeldean,2,2,1,9500
Apartment,Pretoria,"Capital Park",2,1,1,3940
House,Pretoria,Lynnwood,1,1,2,10500
Apartment,Pretoria,"Constantia Park",4,3,2,6600
House,Pretoria,"Waterlake Farm Lifestyle Estate",2,1,1,35000
Apartment,Pretoria,"Waterkloof Ridge",2,2,2,11000
Apartment,Pretoria,Sinoville,1,1,1,10200
Apartment,Pretoria,Mayville,2,1,2,3500
Apartment,Pretoria,"Pretoria North",2,1,7,6400
Apartment,Pretoria,"Pretoria North",3,2,2,7150
Apartment,Pretoria,"Willow Park Manor",5,5,1,28000
House,Pretoria,"Waterkloof Ridge",3,3,2,45000
Town-house,Pretoria,"Olympus AH",1,1,2,19000
Apartment,Pretoria,"Willow Park Manor",3,3,4,10000
Town-house,Pretoria,"Olympus AH",2,2,1,19000
Apartment,Pretoria,"Willow Park Manor",4,2,4,11500
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,16500
Town-house,Pretoria,"Country View Estate",3,3,3,18500
Apartment,Pretoria,"Olympus AH",2,1,1,7800
Apartment,Pretoria,Rietondale,1,1,7,6360
Apartment,Pretoria,Villieria,1,1,1,4450
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,7000
Town-house,Pretoria,Brooklyn,3,2,2,16200
Apartment,Pretoria,Menlyn,1,1,1,17000
Apartment,Pretoria,Elarduspark,2,2,1,8850
Apartment,Pretoria,Hatfield,2,1,1,7200
Apartment,Pretoria,Hatfield,1,1,3,5800
Apartment,Pretoria,Hazeldean,2,2,2,8800
Apartment,Pretoria,"Menlo Park",2,2,2,18000
House,Pretoria,"Silver Lakes Golf Estate",3,2,2,44500
Town-house,Pretoria,Waterkloof,3,2,3,28000
Apartment,Pretoria,Waterkloof,2,1,1,16000
Apartment,Pretoria,Waterkloof,2,2,3,17500
Town-house,Pretoria,"Olympus AH",2,2,2,14250
Apartment,Pretoria,Groenkloof,1,1,1,8000
House,Pretoria,"Waterkloof Ridge",4,4,3,68000
Apartment,Pretoria,"Constantia Park",1,1,1,4500
Apartment,Pretoria,"Olympus AH",2,1,1,8800
Apartment,Pretoria,"Silver Lakes",1,1,1,13500
Apartment,Pretoria,Riviera,1,1,1,5775
Apartment,Pretoria,Arcadia,1,1,1,4880
Apartment,Pretoria,"Pretoria West",2,1,1,4130
Apartment,Pretoria,Hatfield,2,2,2,16990
Apartment,Pretoria,Pretoriuspark,2,2,2,9500
Apartment,Pretoria,Hatfield,2,1,2,10000
Apartment,Pretoria,Sunnyside,2,2,3,7500
House,Pretoria,"Silver Lakes",5,5,3,55000
Town-house,Pretoria,"Olympus AH",3,2,2,17500
Town-house,Pretoria,"Olympus AH",3,3,2,19000
House,Pretoria,"Lynnwood Glen",6,2,2,4400
Town-house,Pretoria,"Olympus AH",3,3,1,19000
House,Pretoria,Lukasrand,5,3,1,4800
House,Pretoria,"Wingate Park",3,3,2,25000
House,Pretoria,Hatfield,1,1,2,3500
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,3,15500
Apartment,Pretoria,Montana,2,2,1,8900
House,Pretoria,Doornpoort,3,2,1,15000
Apartment,Pretoria,Hatfield,2,1,1,7900
Apartment,Pretoria,Hatfield,1,1,1,6800
Apartment,Pretoria,"Waterkloof Ridge",1,1,3,19990
Town-house,Pretoria,Erasmuskloof,2,2,1,8300
Apartment,Pretoria,Arcadia,3,2,1,8400
House,Pretoria,"The Hills Game Reserve Estate",3,3,1,30500
Apartment,Pretoria,"Andeon AH",2,1,3,6500
Apartment,Pretoria,Elarduspark,2,1,1,6900
Town-house,Pretoria,"La Montagne",3,2,4,12800
House,Pretoria,"Silver Lakes Golf Estate",3,2,4,30000
Apartment,Pretoria,Montana,2,2,1,10400
Apartment,Pretoria,"Pretoria North",2,1,1,5500
Apartment,Pretoria,Hatfield,2,1,1,8500
Town-house,Pretoria,"Moreleta Park",2,1,1,10500
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Montana,2,2,2,10400
House,Pretoria,"The Hills Game Reserve Estate",3,3,5,55000
House,Pretoria,"Boschkop AH",5,3,2,26000
Town-house,Pretoria,"Waterlake Farm Lifestyle Estate",2,2,4,20000
House,Pretoria,"Waterkloof Ridge",4,4,2,40000
Apartment,Pretoria,"Nieuw Muckleneuk",3,2,2,25000
House,Pretoria,"Silver Lakes Golf Estate",3,2,1,30000
Apartment,Pretoria,Sinoville,2,2,2,10400
Town-house,Pretoria,"Olympus AH",3,3,3,19000
Town-house,Pretoria,Montana,3,2,2,15000
House,Pretoria,Equestria,3,2,8,22000
House,Pretoria,"Silver Lakes Golf Estate",4,2,1,35000
Apartment,Pretoria,"Pretoria Central",1,1,1,4650
Apartment,Pretoria,"Grootfontein AH",1,1,1,6000
Town-house,Pretoria,"Moreleta Park",3,3,2,14000
Town-house,Pretoria,"Ashlea Gardens",3,3,1,23000
Apartment,Pretoria,"Menlo Park",3,3,2,25000
Town-house,Pretoria,Annlin,2,2,2,9850
Apartment,Pretoria,"Mahube Valley",1,1,3,2500
House,Pretoria,Equestria,3,3,2,28000
Apartment,Pretoria,Montana,2,1,3,10600
House,Pretoria,Montana,4,2,1,25000
Apartment,Pretoria,Montana,3,2,2,11900
Town-house,Pretoria,Brooklyn,2,3,1,18500
House,Pretoria,Elandspoort,1,1,6,2850
House,Pretoria,Elandspoort,1,1,3,2750
Apartment,Pretoria,"Pretoria West",2,1,4,5000
House,Pretoria,"Zambezi Country Estate",5,4,2,30000
House,Pretoria,Equestria,3,3,1,28000
Apartment,Pretoria,Sunnyside,2,1,4,7750
House,Pretoria,Rietondale,3,3,1,27000
Apartment,Pretoria,Annlin,2,2,1,8400
Apartment,Pretoria,"Willow Park Manor",3,2,2,16500
Apartment,Pretoria,Annlin-Wes,1,1,1,6150
Town-house,Pretoria,"Menlo Park",3,3,2,25000
House,Pretoria,"Pretoria West",3,3,2,11500
Town-house,Pretoria,Brooklyn,3,2,4,35000
Apartment,Pretoria,Hatfield,1,1,1,6900
Apartment,Pretoria,Hatfield,1,1,1,7850
Apartment,Pretoria,Queenswood,2,2,2,10500
House,Pretoria,Waterkloof,5,3,4,48000
House,Pretoria,"Nieuw Muckleneuk",3,3,2,24700
Apartment,Pretoria,Sinoville,2,2,2,10500
Apartment,Pretoria,Mooikloof,2,2,1,9000
Town-house,Pretoria,"Olympus AH",2,2,1,19400
Apartment,Pretoria,"Die Wilgers",2,1,1,8950
Apartment,Pretoria,Sinoville,2,1,2,10600
House,Pretoria,Hatfield,6,3,4,4000
Apartment,Pretoria,Sunnyside,1,1,2,4100
Town-house,Pretoria,"Oukraal Estate",3,2,1,11500
Apartment,Pretoria,"Pretoria North",2,1,6,6800
House,Pretoria,"Silver Lakes Golf Estate",4,4,1,48000
House,Pretoria,"Montana Tuine",2,2,1,16200
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,4,15000
House,Pretoria,"Silver Lakes Golf Estate",4,3,1,48000
House,Pretoria,Brooklyn,1,1,1,7500
Apartment,Pretoria,Montana,1,1,1,5000
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Hatfield,2,1,4,4000
Apartment,Pretoria,Sunnyside,1,1,2,4100
House,Pretoria,Waterkloof,3,3,2,22500
Apartment,Pretoria,Sunnyside,6,1,2,2600
Apartment,Pretoria,"Waterkloof Ridge",2,1,2,18990
Apartment,Pretoria,"Olympus AH",2,2,6,12320
Apartment,Pretoria,"Olympus AH",2,2,1,12320
House,Pretoria,"Waterkloof Ridge",4,3,2,35000
Apartment,Pretoria,Arcadia,1,1,1,4030
House,Pretoria,"Savannah Country Estate",5,5,3,25000
Apartment,Pretoria,"Baileys Muckleneuk",2,2,1,26250
Apartment,Pretoria,Hillcrest,2,2,1,11600
Apartment,Pretoria,Sinoville,2,2,1,10600
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,Arcadia,1,1,1,6000
House,Pretoria,Atteridgeville,3,2,2,7100
House,Pretoria,Villieria,1,1,1,11000
Apartment,Pretoria,"Les Marais",1,1,1,3940
Apartment,Pretoria,"Menlo Park",2,1,3,10500
Apartment,Pretoria,Hatfield,5,3,1,11000
House,Pretoria,Mamelodi,6,1,2,11000
Apartment,Pretoria,Sunnyside,3,3,1,2500
Town-house,Pretoria,"Ashlea Gardens",2,1,2,23000
Apartment,Pretoria,Queenswood,2,2,1,7800
Apartment,Pretoria,Queenswood,2,2,1,10500
Apartment,Pretoria,Sinoville,2,1,2,10600
Apartment,Pretoria,Queenswood,2,2,2,7800
Apartment,Pretoria,Brooklyn,2,2,1,11900
Apartment,Pretoria,Annlin,3,2,1,11206
Apartment,Pretoria,"Monument Park",1,1,1,11300
Apartment,Pretoria,Wapadrand,2,1,2,8500
Apartment,Pretoria,Sunnyside,3,1,2,8000
Town-house,Pretoria,"Tijger Vallei",4,2,2,12800
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,18990
Town-house,Pretoria,"Moreleta Park",2,2,2,8500
House,Pretoria,"Montana Tuine",1,1,1,13632
House,Pretoria,Dorandia,3,2,4,13000
Apartment,Pretoria,Montana,1,1,1,6050
House,Pretoria,"Silver Lakes Golf Estate",2,1,2,17500
House,Pretoria,"Mooiplaats AH",1,1,3,5300
House,Pretoria,"Silver Lakes Golf Estate",4,3,8,35000
House,Pretoria,"Woodhill Golf Estate",5,4,6,75000
House,Pretoria,Waterkloof,6,6,1,70000
Apartment,Pretoria,Annlin,3,2,1,11206
House,Pretoria,Muckleneuk,2,2,2,14000
Apartment,Pretoria,"Lynnwood Manor",2,1,2,10500
Apartment,Pretoria,"Faerie Glen",3,2,3,15000
House,Pretoria,Rietvalleirand,3,2,3,20000
Apartment,Pretoria,"Lotus Gardens",1,1,1,3600
Town-house,Pretoria,Hatfield,2,3,1,14000
Town-house,Pretoria,Brooklyn,3,4,3,52000
House,Pretoria,"Waterkloof Heights",6,6,4,50000
Apartment,Pretoria,"Wonderboom South",1,1,1,4800
Apartment,Pretoria,Brooklyn,3,3,2,20800
Town-house,Pretoria,"Silver Lakes",2,2,2,10800
Apartment,Pretoria,Hillcrest,1,2,1,5800
Apartment,Pretoria,"Waterkloof Ridge",1,1,2,18990
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,18990
Apartment,Pretoria,Hatfield,1,1,2,6025
House,Pretoria,Wolmer,3,2,1,10500
Apartment,Pretoria,"Menlo Park",1,1,1,8500
Apartment,Pretoria,Hatfield,2,2,4,7000
Apartment,Pretoria,"Pretoria North",1,1,2,4500
Apartment,Pretoria,"Menlo Park",1,1,2,7550
House,Pretoria,Waverley,1,1,1,5000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,9990
Apartment,Pretoria,"Pretoria North",2,1,1,6000
Town-house,Pretoria,"Pretoria West",4,3,2,11000
Apartment,Pretoria,"Olympus AH",2,1,1,8800
Apartment,Pretoria,Waterkloof,1,1,1,18990
House,Pretoria,Brooklyn,6,3,3,32000
House,Pretoria,"Lombardy Estate",3,4,2,40000
Apartment,Pretoria,Arcadia,6,2,1,2000
House,Pretoria,"Silver Lakes Golf Estate",4,4,2,48000
Apartment,Pretoria,"Menlo Park",2,3,2,14000
House,Pretoria,"Lynnwood Glen",4,2,6,24000
House,Pretoria,"Silver Lakes Golf Estate",5,6,6,130000
House,Pretoria,"Lombardy Estate",3,4,2,40000
Town-house,Pretoria,"Woodhill Golf Estate",3,2,2,24000
Apartment,Pretoria,Equestria,2,2,2,9100
Apartment,Pretoria,Arcadia,2,2,1,6000
Apartment,Pretoria,"Capital Park",1,1,2,3940
Apartment,Pretoria,Wapadrand,3,2,2,12500
Town-house,Pretoria,Montana,2,3,2,10500
House,Pretoria,"Silver Lakes Golf Estate",4,3,3,45000
Apartment,Pretoria,Brooklyn,2,2,2,12000
Apartment,Pretoria,Waterkloof,3,3,2,20800
Apartment,Pretoria,Hatfield,2,1,2,8500
Apartment,Pretoria,Montana,2,2,2,8400
Town-house,Pretoria,"Erasmus Park",3,3,1,17950
Apartment,Pretoria,Arcadia,2,1,10,7200
Apartment,Pretoria,"Mooikloof Manor",2,2,1,9800
House,Pretoria,"Pretoria North",10,4,2,3500
Apartment,Pretoria,"Silver Lakes",1,1,2,8500
Apartment,Pretoria,"Willow Park Manor",3,2,4,16995
House,Pretoria,"Pretoria Gardens",4,2,3,10500
House,Pretoria,"Waterkloof Ridge",6,7,6,65000
House,Pretoria,Rietfontein,4,3,1,15990
House,Pretoria,"Willow Acres",3,3,1,25000
Apartment,Pretoria,"Olympus AH",2,1,1,8500
Apartment,Pretoria,"Olympus AH",2,1,6,7800
Town-house,Pretoria,Waverley,2,2,3,11300
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8200
House,Pretoria,"Woodhill Golf Estate",5,4,8,75000
Apartment,Pretoria,Hatfield,2,2,2,18000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
Apartment,Pretoria,"Paramount Estate",2,2,1,9500
Apartment,Pretoria,Arcadia,2,1,1,3003
Apartment,Pretoria,Muckleneuk,2,1,2,5500
Apartment,Pretoria,"Silver Lakes",1,1,1,10000
Apartment,Pretoria,Equestria,1,1,1,8600
Apartment,Pretoria,Doornpoort,3,1,3,8500
House,Pretoria,Sinoville,2,2,2,5500
House,Pretoria,Nellmapius,3,1,3,8500
Apartment,Pretoria,Equestria,3,2,3,8600
Town-house,Pretoria,"Olympus AH",3,2,2,17500
Town-house,Pretoria,"Olympus AH",3,3,2,17500
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
House,Pretoria,Rietfontein,4,3,4,25000
Apartment,Pretoria,Arcadia,1,1,1,5090
Apartment,Pretoria,Menlyn,1,1,1,13400
House,Pretoria,"Waterkloof Ridge",4,4,8,40000
Apartment,Pretoria,"Montana Tuine",2,1,2,7400
Apartment,Pretoria,"Olympus AH",2,1,2,10175
Town-house,Pretoria,Silverton,3,3,4,23500
House,Pretoria,"Silver Lakes Golf Estate",4,3,3,48000
Apartment,Pretoria,"Mooikloof Manor",2,2,1,9800
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,Montana,2,3,2,10170
Apartment,Pretoria,Mooikloof,2,2,2,11900
House,Pretoria,Brooklyn,1,1,1,6500
Apartment,Pretoria,Sunnyside,1,1,2,3700
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,1,20888
